c1_id,c1_code,c1_name,c1_domain,c1_class,c2_id,c2_code,c2_name,c2_domain,c2_class
37559624,128495,Rituximab-rixa monotherapy,Regimen,Regimen,42542157,584,Cold agglutinin disease,Condition,Condition
37559624,128495,Rituximab-rixa monotherapy,Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559624,128495,Rituximab-rixa monotherapy,Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559624,128495,Rituximab-rixa monotherapy,Regimen,Regimen,42542176,606,HIV-associated lymphoma,Condition,Condition
37559624,128495,Rituximab-rixa monotherapy,Regimen,Regimen,42542177,607,Hairy cell leukemia,Condition,Condition
37559624,128495,Rituximab-rixa monotherapy,Regimen,Regimen,42542184,614,Classical Hodgkin lymphoma,Condition,Condition
37559624,128495,Rituximab-rixa monotherapy,Regimen,Regimen,42542185,615,Hodgkin lymphoma nodular lymphocyte-predominant,Condition,Condition
37559624,128495,Rituximab-rixa monotherapy,Regimen,Regimen,42542187,617,Immune thrombocytopenia,Condition,Condition
37559624,128495,Rituximab-rixa monotherapy,Regimen,Regimen,42542188,618,Inherited coagulopathy,Condition,Condition
37559624,128495,Rituximab-rixa monotherapy,Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559624,128495,Rituximab-rixa monotherapy,Regimen,Regimen,42542196,626,Marginal zone lymphoma,Condition,Condition
37559624,128495,Rituximab-rixa monotherapy,Regimen,Regimen,42542225,656,Post-transplant lymphoproliferative disorder,Condition,Condition
37559624,128495,Rituximab-rixa monotherapy,Regimen,Regimen,42542241,673,Acquired thrombotic thrombocytopenic purpura,Condition,Condition
37559624,128495,Rituximab-rixa monotherapy,Regimen,Regimen,42542250,682,Waldenstroem macroglobulinemia,Condition,Condition
37559624,128495,Rituximab-rixa monotherapy,Regimen,Regimen,42542322,46094,Indolent lymphoma,Condition,Condition
37559626,128497,FCR (rituximab-rixa),Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37559626,128497,FCR (rituximab-rixa),Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559626,128497,FCR (rituximab-rixa),Regimen,Regimen,42542250,682,Waldenstroem macroglobulinemia,Condition,Condition
37559629,128500,R-BEAM (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559629,128500,R-BEAM (rituximab-rixa),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559629,128500,R-BEAM (rituximab-rixa),Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559629,128500,R-BEAM (rituximab-rixa),Regimen,Regimen,42542322,46094,Indolent lymphoma,Condition,Condition
37559630,128501,R-TBI/Cy (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559630,128501,R-TBI/Cy (rituximab-rixa),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559630,128501,R-TBI/Cy (rituximab-rixa),Regimen,Regimen,42542322,46094,Indolent lymphoma,Condition,Condition
37559631,128502,Z-BEAM (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559632,128503,"Cyclophosphamide, Daunorubicin, L-Asparaginase, Vincristine, Prednisone, Rituximab-rixa",Regimen,Regimen,42542141,567,B-cell acute lymphoblastic leukemia,Condition,Condition
37559633,128504,R-Hyper-CVAD/R-MA (rituximab-rixa),Regimen,Regimen,42542141,567,B-cell acute lymphoblastic leukemia,Condition,Condition
37559633,128504,R-Hyper-CVAD/R-MA (rituximab-rixa),Regimen,Regimen,42542146,573,Burkitt lymphoma,Condition,Condition
37559633,128504,R-Hyper-CVAD/R-MA (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559633,128504,R-Hyper-CVAD/R-MA (rituximab-rixa),Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559634,128505,"Cytarabine, Idarubicin, Rituximab-rixa",Regimen,Regimen,42542141,567,B-cell acute lymphoblastic leukemia,Condition,Condition
37559635,128506,Bendamustine and Rituximab-rixa (BR),Regimen,Regimen,912027,13940,MALT lymphoma,Condition,Condition
37559635,128506,Bendamustine and Rituximab-rixa (BR),Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37559635,128506,Bendamustine and Rituximab-rixa (BR),Regimen,Regimen,42542157,584,Cold agglutinin disease,Condition,Condition
37559635,128506,Bendamustine and Rituximab-rixa (BR),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559635,128506,Bendamustine and Rituximab-rixa (BR),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559635,128506,Bendamustine and Rituximab-rixa (BR),Regimen,Regimen,42542177,607,Hairy cell leukemia,Condition,Condition
37559635,128506,Bendamustine and Rituximab-rixa (BR),Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559635,128506,Bendamustine and Rituximab-rixa (BR),Regimen,Regimen,42542196,626,Marginal zone lymphoma,Condition,Condition
37559635,128506,Bendamustine and Rituximab-rixa (BR),Regimen,Regimen,42542250,682,Waldenstroem macroglobulinemia,Condition,Condition
37559635,128506,Bendamustine and Rituximab-rixa (BR),Regimen,Regimen,42542322,46094,Indolent lymphoma,Condition,Condition
37559636,128507,Chlorambucil and Rituximab-rixa (RClb),Regimen,Regimen,912027,13940,MALT lymphoma,Condition,Condition
37559636,128507,Chlorambucil and Rituximab-rixa (RClb),Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37559636,128507,Chlorambucil and Rituximab-rixa (RClb),Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559637,128508,Cladribine and Rituximab-rixa,Regimen,Regimen,912027,13940,MALT lymphoma,Condition,Condition
37559637,128508,Cladribine and Rituximab-rixa,Regimen,Regimen,42542177,607,Hairy cell leukemia,Condition,Condition
37559637,128508,Cladribine and Rituximab-rixa,Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559637,128508,Cladribine and Rituximab-rixa,Regimen,Regimen,42542250,682,Waldenstroem macroglobulinemia,Condition,Condition
37559638,128509,Fludarabine and Rituximab-rixa (FR),Regimen,Regimen,912027,13940,MALT lymphoma,Condition,Condition
37559638,128509,Fludarabine and Rituximab-rixa (FR),Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37559638,128509,Fludarabine and Rituximab-rixa (FR),Regimen,Regimen,42542157,584,Cold agglutinin disease,Condition,Condition
37559638,128509,Fludarabine and Rituximab-rixa (FR),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559638,128509,Fludarabine and Rituximab-rixa (FR),Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559638,128509,Fludarabine and Rituximab-rixa (FR),Regimen,Regimen,42542250,682,Waldenstroem macroglobulinemia,Condition,Condition
37559638,128509,Fludarabine and Rituximab-rixa (FR),Regimen,Regimen,42542322,46094,Indolent lymphoma,Condition,Condition
37559639,128510,Lenalidomide and Rituximab-rixa (R2),Regimen,Regimen,912027,13940,MALT lymphoma,Condition,Condition
37559639,128510,Lenalidomide and Rituximab-rixa (R2),Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37559639,128510,Lenalidomide and Rituximab-rixa (R2),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559639,128510,Lenalidomide and Rituximab-rixa (R2),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559639,128510,Lenalidomide and Rituximab-rixa (R2),Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559639,128510,Lenalidomide and Rituximab-rixa (R2),Regimen,Regimen,42542196,626,Marginal zone lymphoma,Condition,Condition
37559639,128510,Lenalidomide and Rituximab-rixa (R2),Regimen,Regimen,42542244,676,Transformed lymphoma,Condition,Condition
37559639,128510,Lenalidomide and Rituximab-rixa (R2),Regimen,Regimen,42542322,46094,Indolent lymphoma,Condition,Condition
37559640,128511,BASIC; Induction (rituximab-rixa),Regimen,Regimen,42542146,573,Burkitt lymphoma,Condition,Condition
37559641,128512,CALGB 10-002 regimen (rituximab-rixa),Regimen,Regimen,42542146,573,Burkitt lymphoma,Condition,Condition
37559642,128513,DA-R-EPOCH (rituximab-rixa),Regimen,Regimen,42542146,573,Burkitt lymphoma,Condition,Condition
37559642,128513,DA-R-EPOCH (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559642,128513,DA-R-EPOCH (rituximab-rixa),Regimen,Regimen,42542197,627,Mediastinal gray-zone lymphoma,Condition,Condition
37559642,128513,DA-R-EPOCH (rituximab-rixa),Regimen,Regimen,42542226,657,Primary mediastinal B-cell lymphoma,Condition,Condition
37559643,128514,GMALL-R; Induction (rituximab-rixa),Regimen,Regimen,42542146,573,Burkitt lymphoma,Condition,Condition
37559643,128514,GMALL-R; Induction (rituximab-rixa),Regimen,Regimen,42542176,606,HIV-associated lymphoma,Condition,Condition
37559644,128515,R-CODOX-M (rituximab-rixa),Regimen,Regimen,42542146,573,Burkitt lymphoma,Condition,Condition
37559644,128515,R-CODOX-M (rituximab-rixa),Regimen,Regimen,42542176,606,HIV-associated lymphoma,Condition,Condition
37559645,128516,R-CODOX-M/R-IVAC (rituximab-rixa),Regimen,Regimen,42542146,573,Burkitt lymphoma,Condition,Condition
37559645,128516,R-CODOX-M/R-IVAC (rituximab-rixa),Regimen,Regimen,42542176,606,HIV-associated lymphoma,Condition,Condition
37559645,128516,R-CODOX-M/R-IVAC (rituximab-rixa),Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559646,128517,R-CODOX-M (Pegylated liposomal doxorubicin substituted) (rituximab-rixa),Regimen,Regimen,42542146,573,Burkitt lymphoma,Condition,Condition
37559647,128518,R-CODOX-M/R-IVAC (Pegylated liposomal doxorubicin substituted) (rituximab-rixa),Regimen,Regimen,42542146,573,Burkitt lymphoma,Condition,Condition
37559648,128519,R-COPADM (rituximab-rixa),Regimen,Regimen,1525161,69527,Non-Hodgkin lymphoma pediatric,Condition,Condition
37559648,128519,R-COPADM (rituximab-rixa),Regimen,Regimen,42542146,573,Burkitt lymphoma,Condition,Condition
37559649,128520,Idelalisib and Rituximab-rixa,Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37559650,128521,R-FCM (rituximab-rixa),Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37559650,128521,R-FCM (rituximab-rixa),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559650,128521,R-FCM (rituximab-rixa),Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559651,128522,Bendamustine and Rituximab-rixa (BR) and Ibrutinib,Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37559652,128524,Ibrutinib and Rituximab-rixa,Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37559652,128524,Ibrutinib and Rituximab-rixa,Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559652,128524,Ibrutinib and Rituximab-rixa,Regimen,Regimen,42542250,682,Waldenstroem macroglobulinemia,Condition,Condition
37559653,128525,CFAR (rituximab-rixa),Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37559654,128526,HDMP-R (rituximab-rixa),Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37559655,128527,iFCR (rituximab-rixa),Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37559656,128528,PCR (rituximab-rixa),Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37559656,128528,PCR (rituximab-rixa),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559656,128528,PCR (rituximab-rixa),Regimen,Regimen,42542196,626,Marginal zone lymphoma,Condition,Condition
37559656,128528,PCR (rituximab-rixa),Regimen,Regimen,42542250,682,Waldenstroem macroglobulinemia,Condition,Condition
37559656,128528,PCR (rituximab-rixa),Regimen,Regimen,42542322,46094,Indolent lymphoma,Condition,Condition
37559657,128529,RCC (rituximab-rixa),Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37559658,128530,Bendamustine and Rituximab-rixa (BR) and Idelalisib,Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37559659,128531,Venetoclax and Rituximab-rixa,Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37559660,128532,Alemtuzumab and Rituximab-rixa,Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37559661,128533,DFCR (rituximab-rixa),Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37559662,128534,OFAR (rituximab-rixa),Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37559662,128534,OFAR (rituximab-rixa),Regimen,Regimen,42542244,676,Transformed lymphoma,Condition,Condition
37559663,128535,R-BAC (rituximab-rixa),Regimen,Regimen,42542154,581,Chronic lymphocytic leukemia,Condition,Condition
37559663,128535,R-BAC (rituximab-rixa),Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559664,128536,RABVD (rituximab-rixa),Regimen,Regimen,42542184,614,Classical Hodgkin lymphoma,Condition,Condition
37559665,128537,GCD-R (rituximab-rixa),Regimen,Regimen,42542184,614,Classical Hodgkin lymphoma,Condition,Condition
37559666,128538,Gemcitabine and Rituximab-rixa,Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559666,128538,Gemcitabine and Rituximab-rixa,Regimen,Regimen,42542184,614,Classical Hodgkin lymphoma,Condition,Condition
37559667,128539,"Cytarabine, Methotrexate, Rituximab-rixa",Regimen,Regimen,42542149,576,CNS lymphoma,Condition,Condition
37559668,128540,MATRix (rituximab-rixa),Regimen,Regimen,42542149,576,CNS lymphoma,Condition,Condition
37559669,128541,Methotrexate and Rituximab-rixa,Regimen,Regimen,42542149,576,CNS lymphoma,Condition,Condition
37559670,128542,MT-R (rituximab-rixa),Regimen,Regimen,42542149,576,CNS lymphoma,Condition,Condition
37559671,128543,"Nordic Regimen, older patients (rituximab-rixa)",Regimen,Regimen,42542149,576,CNS lymphoma,Condition,Condition
37559672,128544,"Nordic Regimen, younger patients (rituximab-rixa)",Regimen,Regimen,42542149,576,CNS lymphoma,Condition,Condition
37559673,128545,R-MCP (CCNU) (rituximab-rixa),Regimen,Regimen,42542149,576,CNS lymphoma,Condition,Condition
37559674,128546,R-MP (rituximab-rixa),Regimen,Regimen,42542149,576,CNS lymphoma,Condition,Condition
37559675,128547,R-MPV (rituximab-rixa),Regimen,Regimen,42542149,576,CNS lymphoma,Condition,Condition
37559676,128548,R-CHMP (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559677,128549,VR-CHOP (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559677,128549,VR-CHOP (rituximab-rixa),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559677,128549,VR-CHOP (rituximab-rixa),Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559677,128549,VR-CHOP (rituximab-rixa),Regimen,Regimen,42542322,46094,Indolent lymphoma,Condition,Condition
37559678,128550,R-INO (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559678,128550,R-INO (rituximab-rixa),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559678,128550,R-INO (rituximab-rixa),Regimen,Regimen,42542322,46094,Indolent lymphoma,Condition,Condition
37559679,128551,Pola-R-CHP (rituximab-rixa),Regimen,Regimen,37557215,112856,High-grade B-cell lymphoma,Condition,Condition
37559679,128551,Pola-R-CHP (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559680,128552,R-ACVBP (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559681,128553,R-CEOP70 (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559682,128554,R-CEOP90 (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559683,128555,R-CHOEP-14 (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559684,128556,R-CHOP (rituximab-rixa),Regimen,Regimen,37557215,112856,High-grade B-cell lymphoma,Condition,Condition
37559684,128556,R-CHOP (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559684,128556,R-CHOP (rituximab-rixa),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559684,128556,R-CHOP (rituximab-rixa),Regimen,Regimen,42542176,606,HIV-associated lymphoma,Condition,Condition
37559684,128556,R-CHOP (rituximab-rixa),Regimen,Regimen,42542185,615,Hodgkin lymphoma nodular lymphocyte-predominant,Condition,Condition
37559684,128556,R-CHOP (rituximab-rixa),Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559684,128556,R-CHOP (rituximab-rixa),Regimen,Regimen,42542196,626,Marginal zone lymphoma,Condition,Condition
37559684,128556,R-CHOP (rituximab-rixa),Regimen,Regimen,42542225,656,Post-transplant lymphoproliferative disorder,Condition,Condition
37559684,128556,R-CHOP (rituximab-rixa),Regimen,Regimen,42542226,657,Primary mediastinal B-cell lymphoma,Condition,Condition
37559684,128556,R-CHOP (rituximab-rixa),Regimen,Regimen,42542250,682,Waldenstroem macroglobulinemia,Condition,Condition
37559684,128556,R-CHOP (rituximab-rixa),Regimen,Regimen,42542322,46094,Indolent lymphoma,Condition,Condition
37559685,128557,R-CHOP (Prednisolone) (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559685,128557,R-CHOP (Prednisolone) (rituximab-rixa),Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559685,128557,R-CHOP (Prednisolone) (rituximab-rixa),Regimen,Regimen,42542226,657,Primary mediastinal B-cell lymphoma,Condition,Condition
37559686,128559,R-CHOP-14 (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559687,128560,R-CHOP-14 (Prednisolone) (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559687,128560,R-CHOP-14 (Prednisolone) (rituximab-rixa),Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559687,128560,R-CHOP-14 (Prednisolone) (rituximab-rixa),Regimen,Regimen,42542226,657,Primary mediastinal B-cell lymphoma,Condition,Condition
37559688,128562,R2-CHOP (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559689,128563,R-MegaCHOP-14 (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559690,128565,R-miniCEOP (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559691,128566,R-BL (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559691,128566,R-BL (rituximab-rixa),Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559692,128567,R-CDOP (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559692,128567,R-CDOP (rituximab-rixa),Regimen,Regimen,42542176,606,HIV-associated lymphoma,Condition,Condition
37559693,128569,R-CEOP (Etoposide) (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559694,128570,R-GCVP (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559695,128571,R-MegaCHOP (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559696,128572,R-miniCHOP (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559697,128573,Ibritumomab tiuxetan protocol (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559697,128573,Ibritumomab tiuxetan protocol (rituximab-rixa),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559697,128573,Ibritumomab tiuxetan protocol (rituximab-rixa),Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559697,128573,Ibritumomab tiuxetan protocol (rituximab-rixa),Regimen,Regimen,42542196,626,Marginal zone lymphoma,Condition,Condition
37559697,128573,Ibritumomab tiuxetan protocol (rituximab-rixa),Regimen,Regimen,42542322,46094,Indolent lymphoma,Condition,Condition
37559698,128574,R-IFE (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559699,128575,R-DexaBEAM (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559699,128575,R-DexaBEAM (rituximab-rixa),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559699,128575,R-DexaBEAM (rituximab-rixa),Regimen,Regimen,42542322,46094,Indolent lymphoma,Condition,Condition
37559700,128576,R-DHAOx (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559700,128576,R-DHAOx (rituximab-rixa),Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559701,128577,R-DHAP (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559701,128577,R-DHAP (rituximab-rixa),Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559701,128577,R-DHAP (rituximab-rixa),Regimen,Regimen,42542226,657,Primary mediastinal B-cell lymphoma,Condition,Condition
37559701,128577,R-DHAP (rituximab-rixa),Regimen,Regimen,42542244,676,Transformed lymphoma,Condition,Condition
37559702,128578,R-DHAP/R-VIM (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559703,128579,R-EPOCH (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559703,128579,R-EPOCH (rituximab-rixa),Regimen,Regimen,42542185,615,Hodgkin lymphoma nodular lymphocyte-predominant,Condition,Condition
37559703,128579,R-EPOCH (rituximab-rixa),Regimen,Regimen,42542244,676,Transformed lymphoma,Condition,Condition
37559704,128580,R-ESHAP (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559705,128581,R-GDP (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559705,128581,R-GDP (rituximab-rixa),Regimen,Regimen,42542226,657,Primary mediastinal B-cell lymphoma,Condition,Condition
37559705,128581,R-GDP (rituximab-rixa),Regimen,Regimen,42542244,676,Transformed lymphoma,Condition,Condition
37559706,128582,R-GemOx (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559707,128583,R-ICE (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559708,128584,RICER (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559709,128585,R-NIMP (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559710,128586,"Busulfan, Fludarabine, Ibritumomab tiuxetan, then allo HSCT (rituximab-rixa)",Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559711,128587,Bendamustine and Rituximab-rixa (BR) and Polatuzumab vedotin,Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559712,128588,Everolimus and Rituximab-rixa,Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559713,128589,Panobinostat and Rituximab-rixa,Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559714,128590,R-CVEP (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559715,128591,TTR (rituximab-rixa),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
37559716,128592,R-CHVP+I (rituximab-rixa),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559717,128593,R-CVP (rituximab-rixa),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559717,128593,R-CVP (rituximab-rixa),Regimen,Regimen,42542185,615,Hodgkin lymphoma nodular lymphocyte-predominant,Condition,Condition
37559717,128593,R-CVP (rituximab-rixa),Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559717,128593,R-CVP (rituximab-rixa),Regimen,Regimen,42542196,626,Marginal zone lymphoma,Condition,Condition
37559718,128594,R-FM (rituximab-rixa),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559719,128595,R-FND (rituximab-rixa),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559719,128595,R-FND (rituximab-rixa),Regimen,Regimen,42542322,46094,Indolent lymphoma,Condition,Condition
37559720,128596,R-MCP (rituximab-rixa),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559721,128597,Rituximab-rixa and hyaluronidase monotherapy,Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559722,128598,Bortezomib and Rituximab-rixa (VR),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559722,128598,Bortezomib and Rituximab-rixa (VR),Regimen,Regimen,42542195,625,Mantle cell lymphoma,Condition,Condition
37559722,128598,Bortezomib and Rituximab-rixa (VR),Regimen,Regimen,42542250,682,Waldenstroem macroglobulinemia,Condition,Condition
37559722,128598,Bortezomib and Rituximab-rixa (VR),Regimen,Regimen,42542322,46094,Indolent lymphoma,Condition,Condition
37559723,128599,R-CMD (rituximab-rixa),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559723,128599,R-CMD (rituximab-rixa),Regimen,Regimen,42542322,46094,Indolent lymphoma,Condition,Condition
37559724,128600,Bevacizumab and Rituximab-rixa,Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559725,128601,Copanlisib and Rituximab-rixa,Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559725,128601,Copanlisib and Rituximab-rixa,Regimen,Regimen,42542322,46094,Indolent lymphoma,Condition,Condition
37559726,128602,BVR (rituximab-rixa),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559726,128602,BVR (rituximab-rixa),Regimen,Regimen,42542322,46094,Indolent lymphoma,Condition,Condition
37559727,128603,"Lenalidomide, Dexamethasone, Rituximab-rixa",Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559727,128603,"Lenalidomide, Dexamethasone, Rituximab-rixa",Regimen,Regimen,42542322,46094,Indolent lymphoma,Condition,Condition
37559728,128604,Vorinostat and Rituximab-rixa,Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37559728,128604,Vorinostat and Rituximab-rixa,Regimen,Regimen,42542322,46094,Indolent lymphoma,Condition,Condition
37559729,128605,VR-CP (rituximab-rixa),Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
