c1_id,c1_code,c1_name,c1_domain,c1_class,c2_id,c2_code,c2_name,c2_domain,c2_class
37558562,127394,FOLFIRI and Bevacizumab-bvzr,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558563,127395,CapeOx and Bevacizumab-bvzr,Regimen,Regimen,42542182,612,Hepatocellular carcinoma,Condition,Condition
37558563,127395,CapeOx and Bevacizumab-bvzr,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558564,127396,CAPIRI-Bev (bevacizumab-bvzr),Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558565,127397,FOLFIRI and Bevacizumab-bvzr (L-Leucovorin),Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558566,127398,FOLFIRINOX and Bevacizumab-bvzr,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558567,127399,FOLFIRINOX and Bevacizumab-bvzr (L-Leucovorin),Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558568,127400,FOLFOX4 and Bevacizumab-bvzr,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558569,127401,mFOLFOX6-B (L-Leucovorin) (bevacizumab-bvzr),Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558570,127402,IFL and Bevacizumab-bvzr,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558571,127403,IRIS and Bevacizumab-bvzr,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558572,127404,SOX and Bevacizumab-bvzr,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558573,127405,Fluorouracil and Bevacizumab-bvzr,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558574,127406,FULV and Bevacizumab-bvzr,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558575,127407,Trifluridine and tipiracil and Bevacizumab-bvzr,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558576,127408,Bevacizumab-bvzr and Rituximab,Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37558577,127409,mDCF and Bevacizumab-bvzr,Regimen,Regimen,42542171,601,Gastric cancer,Condition,Condition
37558578,127410,Bevacizumab-bvzr and RT,Regimen,Regimen,42542174,604,Glioblastoma,Condition,Condition
37558579,127411,Lomustine and Bevacizumab-bvzr,Regimen,Regimen,42542174,604,Glioblastoma,Condition,Condition
37558580,127412,Atezolizumab and Bevacizumab-bvzr,Regimen,Regimen,1525152,68878,Malignant peritoneal mesothelioma,Condition,Condition
37558580,127412,Atezolizumab and Bevacizumab-bvzr,Regimen,Regimen,42542182,612,Hepatocellular carcinoma,Condition,Condition
37558580,127412,Atezolizumab and Bevacizumab-bvzr,Regimen,Regimen,42542229,660,Renal cell carcinoma,Condition,Condition
37558581,127413,"Carboplatin, Pemetrexed, Bevacizumab-bvzr",Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558581,127413,"Carboplatin, Pemetrexed, Bevacizumab-bvzr",Regimen,Regimen,1525153,68879,Malignant pleural mesothelioma,Condition,Condition
37558581,127413,"Carboplatin, Pemetrexed, Bevacizumab-bvzr",Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558582,127414,"Cisplatin, Pemetrexed, Bevacizumab-bvzr",Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558582,127414,"Cisplatin, Pemetrexed, Bevacizumab-bvzr",Regimen,Regimen,1525153,68879,Malignant pleural mesothelioma,Condition,Condition
37558583,127415,ABC (bevacizumab-bvzr),Regimen,Regimen,42542199,629,Melanoma,Condition,Condition
37558584,127416,Temozolomide and Bevacizumab-bvzr,Regimen,Regimen,42542199,629,Melanoma,Condition,Condition
37558584,127416,Temozolomide and Bevacizumab-bvzr,Regimen,Regimen,42542216,647,Pancreatic NET,Condition,Condition
37558585,127417,Afatinib and Bevacizumab-bvzr,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558585,127417,Afatinib and Bevacizumab-bvzr,Regimen,Regimen,42542290,30910,EGFR Non-small cell lung cancer,Condition,Condition
37558586,127418,ABCP (bevacizumab-bvzr),Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558586,127418,ABCP (bevacizumab-bvzr),Regimen,Regimen,42542152,579,Cervical cancer,Condition,Condition
37558586,127418,ABCP (bevacizumab-bvzr),Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558586,127418,ABCP (bevacizumab-bvzr),Regimen,Regimen,42542290,30910,EGFR Non-small cell lung cancer,Condition,Condition
37558587,127419,"Carboplatin and Paclitaxel (CP), Bevacizumab-bvzr, Nivolumab",Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558588,127420,Cisplatin and Gemcitabine (GC) and Bevacizumab-bvzr,Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558588,127420,Cisplatin and Gemcitabine (GC) and Bevacizumab-bvzr,Regimen,Regimen,37558276,126044,Urothelial carcinoma,Condition,Condition
37558589,127421,Pemetrexed and Bevacizumab-bvzr,Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558589,127421,Pemetrexed and Bevacizumab-bvzr,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558590,127422,Olaparib and Bevacizumab-bvzr,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558590,127422,Olaparib and Bevacizumab-bvzr,Regimen,Regimen,42542421,53793,HRD Ovarian cancer,Condition,Condition
37558591,127423,"Carboplatin, Pegylated liposomal doxorubicin, Bevacizumab-bvzr",Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558592,127424,Carboplatin and Gemcitabine (GCb) and Bevacizumab-bvzr,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558593,127425,Topotecan and Bevacizumab-bvzr,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558594,127426,Bevacizumab-bvzr and Interferon alfa-2a,Regimen,Regimen,1525079,60013,Clear cell renal cell carcinoma,Condition,Condition
37558594,127426,Bevacizumab-bvzr and Interferon alfa-2a,Regimen,Regimen,42542229,660,Renal cell carcinoma,Condition,Condition
37558595,127427,Carboplatin and Etoposide (CE) and Bevacizumab-bvzr,Regimen,Regimen,42542234,666,Small cell lung cancer,Condition,Condition
37558596,127428,Cisplatin and Etoposide (EP) and Bevacizumab-bvzr,Regimen,Regimen,42542234,666,Small cell lung cancer,Condition,Condition
37558603,127435,Oxaliplatin and Bevacizumab-bvzr,Regimen,Regimen,42542239,671,Testicular cancer,Condition,Condition
37558605,127437,Bevacizumab-equi monotherapy,Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558605,127437,Bevacizumab-equi monotherapy,Regimen,Regimen,1525079,60013,Clear cell renal cell carcinoma,Condition,Condition
37558605,127437,Bevacizumab-equi monotherapy,Regimen,Regimen,37557265,116594,Angiosarcoma,Condition,Condition
37558605,127437,Bevacizumab-equi monotherapy,Regimen,Regimen,42542133,559,Anaplastic glioma,Condition,Condition
37558605,127437,Bevacizumab-equi monotherapy,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558605,127437,Bevacizumab-equi monotherapy,Regimen,Regimen,42542152,579,Cervical cancer,Condition,Condition
37558605,127437,Bevacizumab-equi monotherapy,Regimen,Regimen,42542163,593,Endometrial cancer,Condition,Condition
37558605,127437,Bevacizumab-equi monotherapy,Regimen,Regimen,42542174,604,Glioblastoma,Condition,Condition
37558605,127437,Bevacizumab-equi monotherapy,Regimen,Regimen,42542182,612,Hepatocellular carcinoma,Condition,Condition
37558605,127437,Bevacizumab-equi monotherapy,Regimen,Regimen,42542199,629,Melanoma,Condition,Condition
37558605,127437,Bevacizumab-equi monotherapy,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558605,127437,Bevacizumab-equi monotherapy,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558605,127437,Bevacizumab-equi monotherapy,Regimen,Regimen,42542229,660,Renal cell carcinoma,Condition,Condition
37558605,127437,Bevacizumab-equi monotherapy,Regimen,Regimen,42542234,666,Small cell lung cancer,Condition,Condition
37558605,127437,Bevacizumab-equi monotherapy,Regimen,Regimen,42542272,15186,RAS Colorectal cancer,Condition,Condition
37558605,127437,Bevacizumab-equi monotherapy,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558605,127437,Bevacizumab-equi monotherapy,Regimen,Regimen,42542421,53793,HRD Ovarian cancer,Condition,Condition
37558605,127437,Bevacizumab-equi monotherapy,Regimen,Regimen,42542431,54036,Kaposi sarcoma,Condition,Condition
37558606,127438,Carboplatin and Bevacizumab-equi,Regimen,Regimen,42542133,559,Anaplastic glioma,Condition,Condition
37558606,127438,Carboplatin and Bevacizumab-equi,Regimen,Regimen,42542174,604,Glioblastoma,Condition,Condition
37558607,127439,Irinotecan and Bevacizumab-equi,Regimen,Regimen,42542133,559,Anaplastic glioma,Condition,Condition
37558607,127439,Irinotecan and Bevacizumab-equi,Regimen,Regimen,42542174,604,Glioblastoma,Condition,Condition
37558608,127440,Letrozole and Bevacizumab-equi,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558608,127440,Letrozole and Bevacizumab-equi,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
37558609,127441,"Capecitabine, Bevacizumab-equi, Trastuzumab",Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558609,127441,"Capecitabine, Bevacizumab-equi, Trastuzumab",Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
37558610,127442,EC-D and Bevacizumab-equi,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558610,127442,EC-D and Bevacizumab-equi,Regimen,Regimen,42542269,9786,TNBC Breast cancer,Condition,Condition
37558611,127443,Cisplatin and Bevacizumab-equi,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558611,127443,Cisplatin and Bevacizumab-equi,Regimen,Regimen,42542269,9786,TNBC Breast cancer,Condition,Condition
37558612,127444,Bevacizumab-equi-containing therapy,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558612,127444,Bevacizumab-equi-containing therapy,Regimen,Regimen,42542269,9786,TNBC Breast cancer,Condition,Condition
37558613,127445,D-AC+Bev (bevacizumab-equi),Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558614,127446,D-FEC+Bev (bevacizumab-equi),Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558615,127447,Cyclophosphamide and Doxorubicin (AC) and Bevacizumab-equi,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558616,127448,Capecitabine and Bevacizumab-equi,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558616,127448,Capecitabine and Bevacizumab-equi,Regimen,Regimen,42542182,612,Hepatocellular carcinoma,Condition,Condition
37558616,127448,Capecitabine and Bevacizumab-equi,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558617,127449,Docetaxel and Bevacizumab-equi,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558617,127449,Docetaxel and Bevacizumab-equi,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558617,127449,Docetaxel and Bevacizumab-equi,Regimen,Regimen,42542290,30910,EGFR Non-small cell lung cancer,Condition,Condition
37558618,127450,Cyclophosphamide and Epirubicin (EC) and Bevacizumab-equi,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558619,127451,FAC and Bevacizumab-equi,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558620,127452,FEC and Bevacizumab-equi,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558621,127453,Paclitaxel and Bevacizumab-equi,Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558621,127453,Paclitaxel and Bevacizumab-equi,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558621,127453,Paclitaxel and Bevacizumab-equi,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558622,127454,"Paclitaxel, nanoparticle albumin-bound and Bevacizumab-equi",Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558623,127455,Doxorubicin and Bevacizumab-equi,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558624,127456,Gemcitabine and Bevacizumab-equi,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558625,127457,Non-pegylated liposomal doxorubicin and Bevacizumab-equi,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558626,127458,Pegylated liposomal doxorubicin and Bevacizumab-equi,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558626,127458,Pegylated liposomal doxorubicin and Bevacizumab-equi,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558627,127459,Vinorelbine and Bevacizumab-equi,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558628,127460,Erlotinib and Bevacizumab-equi,Regimen,Regimen,1525079,60013,Clear cell renal cell carcinoma,Condition,Condition
37558628,127460,Erlotinib and Bevacizumab-equi,Regimen,Regimen,42542128,554,Carcinoma of unknown primary,Condition,Condition
37558628,127460,Erlotinib and Bevacizumab-equi,Regimen,Regimen,42542153,580,Cholangiocarcinoma,Condition,Condition
37558628,127460,Erlotinib and Bevacizumab-equi,Regimen,Regimen,42542170,600,Gallbladder cancer,Condition,Condition
37558628,127460,Erlotinib and Bevacizumab-equi,Regimen,Regimen,42542182,612,Hepatocellular carcinoma,Condition,Condition
37558628,127460,Erlotinib and Bevacizumab-equi,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558628,127460,Erlotinib and Bevacizumab-equi,Regimen,Regimen,42542229,660,Renal cell carcinoma,Condition,Condition
37558628,127460,Erlotinib and Bevacizumab-equi,Regimen,Regimen,42542290,30910,EGFR Non-small cell lung cancer,Condition,Condition
37558629,127461,Carboplatin and Paclitaxel (CP) and Bevacizumab-equi,Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558629,127461,Carboplatin and Paclitaxel (CP) and Bevacizumab-equi,Regimen,Regimen,42542152,579,Cervical cancer,Condition,Condition
37558629,127461,Carboplatin and Paclitaxel (CP) and Bevacizumab-equi,Regimen,Regimen,42542199,629,Melanoma,Condition,Condition
37558629,127461,Carboplatin and Paclitaxel (CP) and Bevacizumab-equi,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558629,127461,Carboplatin and Paclitaxel (CP) and Bevacizumab-equi,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558630,127462,"Carboplatin and Paclitaxel (CP), Bevacizumab-equi, Pembrolizumab",Regimen,Regimen,42542152,579,Cervical cancer,Condition,Condition
37558631,127463,Cisplatin and Paclitaxel (TP) and Bevacizumab-equi,Regimen,Regimen,42542152,579,Cervical cancer,Condition,Condition
37558631,127463,Cisplatin and Paclitaxel (TP) and Bevacizumab-equi,Regimen,Regimen,42542163,593,Endometrial cancer,Condition,Condition
37558632,127464,"Cisplatin and Paclitaxel (TP), Bevacizumab-equi, Pembrolizumab",Regimen,Regimen,42542152,579,Cervical cancer,Condition,Condition
37558633,127465,"Paclitaxel, Topotecan, Bevacizumab-equi",Regimen,Regimen,42542152,579,Cervical cancer,Condition,Condition
37558634,127466,GEMOX-B (bevacizumab-equi),Regimen,Regimen,42542153,580,Cholangiocarcinoma,Condition,Condition
37558634,127466,GEMOX-B (bevacizumab-equi),Regimen,Regimen,42542170,600,Gallbladder cancer,Condition,Condition
37558635,127467,mFOLFOX6-B (bevacizumab-equi),Regimen,Regimen,905773,63797,MSI-H Colorectal cancer,Condition,Condition
37558635,127467,mFOLFOX6-B (bevacizumab-equi),Regimen,Regimen,42542158,585,Colon cancer,Condition,Condition
37558635,127467,mFOLFOX6-B (bevacizumab-equi),Regimen,Regimen,42542272,15186,RAS Colorectal cancer,Condition,Condition
37558635,127467,mFOLFOX6-B (bevacizumab-equi),Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558636,127468,FOLFIRI and Bevacizumab-equi,Regimen,Regimen,905773,63797,MSI-H Colorectal cancer,Condition,Condition
37558636,127468,FOLFIRI and Bevacizumab-equi,Regimen,Regimen,42542272,15186,RAS Colorectal cancer,Condition,Condition
37558636,127468,FOLFIRI and Bevacizumab-equi,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558637,127469,CapeOx and Bevacizumab-equi,Regimen,Regimen,42542182,612,Hepatocellular carcinoma,Condition,Condition
37558637,127469,CapeOx and Bevacizumab-equi,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558638,127470,CAPIRI-Bev (bevacizumab-equi),Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558639,127471,FOLFIRI and Bevacizumab-equi (L-Leucovorin),Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558640,127472,FOLFIRINOX and Bevacizumab-equi,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558641,127473,FOLFIRINOX and Bevacizumab-equi (L-Leucovorin),Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558642,127474,FOLFOX4 and Bevacizumab-equi,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558643,127475,mFOLFOX6-B (L-Leucovorin) (bevacizumab-equi),Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558644,127476,IFL and Bevacizumab-equi,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558645,127477,IRIS and Bevacizumab-equi,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558646,127478,SOX and Bevacizumab-equi,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558647,127479,Fluorouracil and Bevacizumab-equi,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558648,127480,FULV and Bevacizumab-equi,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558649,127481,Trifluridine and tipiracil and Bevacizumab-equi,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558650,127482,Bevacizumab-equi and Rituximab,Regimen,Regimen,42542169,599,Follicular lymphoma,Condition,Condition
37558651,127483,mDCF and Bevacizumab-equi,Regimen,Regimen,42542171,601,Gastric cancer,Condition,Condition
37558652,127484,Bevacizumab-equi and RT,Regimen,Regimen,42542174,604,Glioblastoma,Condition,Condition
37558653,127485,Lomustine and Bevacizumab-equi,Regimen,Regimen,42542174,604,Glioblastoma,Condition,Condition
37558654,127486,Atezolizumab and Bevacizumab-equi,Regimen,Regimen,1525152,68878,Malignant peritoneal mesothelioma,Condition,Condition
37558654,127486,Atezolizumab and Bevacizumab-equi,Regimen,Regimen,42542182,612,Hepatocellular carcinoma,Condition,Condition
37558654,127486,Atezolizumab and Bevacizumab-equi,Regimen,Regimen,42542229,660,Renal cell carcinoma,Condition,Condition
37558655,127487,"Carboplatin, Pemetrexed, Bevacizumab-equi",Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558655,127487,"Carboplatin, Pemetrexed, Bevacizumab-equi",Regimen,Regimen,1525153,68879,Malignant pleural mesothelioma,Condition,Condition
37558655,127487,"Carboplatin, Pemetrexed, Bevacizumab-equi",Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558656,127488,"Cisplatin, Pemetrexed, Bevacizumab-equi",Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558656,127488,"Cisplatin, Pemetrexed, Bevacizumab-equi",Regimen,Regimen,1525153,68879,Malignant pleural mesothelioma,Condition,Condition
37558657,127489,ABC (bevacizumab-equi),Regimen,Regimen,42542199,629,Melanoma,Condition,Condition
37558658,127490,Temozolomide and Bevacizumab-equi,Regimen,Regimen,42542199,629,Melanoma,Condition,Condition
37558658,127490,Temozolomide and Bevacizumab-equi,Regimen,Regimen,42542216,647,Pancreatic NET,Condition,Condition
37558659,127491,Afatinib and Bevacizumab-equi,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558659,127491,Afatinib and Bevacizumab-equi,Regimen,Regimen,42542290,30910,EGFR Non-small cell lung cancer,Condition,Condition
37558660,127492,ABCP (bevacizumab-equi),Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558660,127492,ABCP (bevacizumab-equi),Regimen,Regimen,42542152,579,Cervical cancer,Condition,Condition
37558660,127492,ABCP (bevacizumab-equi),Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558660,127492,ABCP (bevacizumab-equi),Regimen,Regimen,42542290,30910,EGFR Non-small cell lung cancer,Condition,Condition
37558661,127493,"Carboplatin and Paclitaxel (CP), Bevacizumab-equi, Nivolumab",Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558662,127494,Cisplatin and Gemcitabine (GC) and Bevacizumab-equi,Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558662,127494,Cisplatin and Gemcitabine (GC) and Bevacizumab-equi,Regimen,Regimen,37558276,126044,Urothelial carcinoma,Condition,Condition
37558663,127495,Pemetrexed and Bevacizumab-equi,Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558663,127495,Pemetrexed and Bevacizumab-equi,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558664,127496,Olaparib and Bevacizumab-equi,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558664,127496,Olaparib and Bevacizumab-equi,Regimen,Regimen,42542421,53793,HRD Ovarian cancer,Condition,Condition
37558665,127497,"Carboplatin, Pegylated liposomal doxorubicin, Bevacizumab-equi",Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558666,127498,Carboplatin and Gemcitabine (GCb) and Bevacizumab-equi,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558667,127499,Topotecan and Bevacizumab-equi,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558668,127500,Bevacizumab-equi and Interferon alfa-2a,Regimen,Regimen,1525079,60013,Clear cell renal cell carcinoma,Condition,Condition
37558668,127500,Bevacizumab-equi and Interferon alfa-2a,Regimen,Regimen,42542229,660,Renal cell carcinoma,Condition,Condition
37558669,127501,Carboplatin and Etoposide (CE) and Bevacizumab-equi,Regimen,Regimen,42542234,666,Small cell lung cancer,Condition,Condition
37558670,127502,Cisplatin and Etoposide (EP) and Bevacizumab-equi,Regimen,Regimen,42542234,666,Small cell lung cancer,Condition,Condition
37558677,127509,Oxaliplatin and Bevacizumab-equi,Regimen,Regimen,42542239,671,Testicular cancer,Condition,Condition
37558679,127511,Bevacizumab-maly monotherapy,Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
37558679,127511,Bevacizumab-maly monotherapy,Regimen,Regimen,1525079,60013,Clear cell renal cell carcinoma,Condition,Condition
37558679,127511,Bevacizumab-maly monotherapy,Regimen,Regimen,37557265,116594,Angiosarcoma,Condition,Condition
37558679,127511,Bevacizumab-maly monotherapy,Regimen,Regimen,42542133,559,Anaplastic glioma,Condition,Condition
37558679,127511,Bevacizumab-maly monotherapy,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558679,127511,Bevacizumab-maly monotherapy,Regimen,Regimen,42542152,579,Cervical cancer,Condition,Condition
37558679,127511,Bevacizumab-maly monotherapy,Regimen,Regimen,42542163,593,Endometrial cancer,Condition,Condition
37558679,127511,Bevacizumab-maly monotherapy,Regimen,Regimen,42542174,604,Glioblastoma,Condition,Condition
37558679,127511,Bevacizumab-maly monotherapy,Regimen,Regimen,42542182,612,Hepatocellular carcinoma,Condition,Condition
37558679,127511,Bevacizumab-maly monotherapy,Regimen,Regimen,42542199,629,Melanoma,Condition,Condition
37558679,127511,Bevacizumab-maly monotherapy,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
37558679,127511,Bevacizumab-maly monotherapy,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
37558679,127511,Bevacizumab-maly monotherapy,Regimen,Regimen,42542229,660,Renal cell carcinoma,Condition,Condition
37558679,127511,Bevacizumab-maly monotherapy,Regimen,Regimen,42542234,666,Small cell lung cancer,Condition,Condition
37558679,127511,Bevacizumab-maly monotherapy,Regimen,Regimen,42542272,15186,RAS Colorectal cancer,Condition,Condition
37558679,127511,Bevacizumab-maly monotherapy,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558679,127511,Bevacizumab-maly monotherapy,Regimen,Regimen,42542421,53793,HRD Ovarian cancer,Condition,Condition
37558679,127511,Bevacizumab-maly monotherapy,Regimen,Regimen,42542431,54036,Kaposi sarcoma,Condition,Condition
37558680,127512,Carboplatin and Bevacizumab-maly,Regimen,Regimen,42542133,559,Anaplastic glioma,Condition,Condition
37558680,127512,Carboplatin and Bevacizumab-maly,Regimen,Regimen,42542174,604,Glioblastoma,Condition,Condition
37558681,127513,Irinotecan and Bevacizumab-maly,Regimen,Regimen,42542133,559,Anaplastic glioma,Condition,Condition
37558681,127513,Irinotecan and Bevacizumab-maly,Regimen,Regimen,42542174,604,Glioblastoma,Condition,Condition
37558682,127514,Letrozole and Bevacizumab-maly,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558682,127514,Letrozole and Bevacizumab-maly,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
37558683,127515,"Capecitabine, Bevacizumab-maly, Trastuzumab",Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558683,127515,"Capecitabine, Bevacizumab-maly, Trastuzumab",Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
37558684,127516,EC-D and Bevacizumab-maly,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558684,127516,EC-D and Bevacizumab-maly,Regimen,Regimen,42542269,9786,TNBC Breast cancer,Condition,Condition
37558685,127517,Cisplatin and Bevacizumab-maly,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558685,127517,Cisplatin and Bevacizumab-maly,Regimen,Regimen,42542269,9786,TNBC Breast cancer,Condition,Condition
37558686,127518,Bevacizumab-maly-containing therapy,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558686,127518,Bevacizumab-maly-containing therapy,Regimen,Regimen,42542269,9786,TNBC Breast cancer,Condition,Condition
37558687,127519,D-AC+Bev (bevacizumab-maly),Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558688,127520,D-FEC+Bev (bevacizumab-maly),Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558689,127521,Cyclophosphamide and Doxorubicin (AC) and Bevacizumab-maly,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558690,127522,Capecitabine and Bevacizumab-maly,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558690,127522,Capecitabine and Bevacizumab-maly,Regimen,Regimen,42542182,612,Hepatocellular carcinoma,Condition,Condition
37558690,127522,Capecitabine and Bevacizumab-maly,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
37558691,127523,Docetaxel and Bevacizumab-maly,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
37558691,127523,Docetaxel and Bevacizumab-maly,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
